topiocqa_train_917_12	what are indications of this disease
topiocqa_train_917_13	how this can be treated
topiocqa_train_917_14	is there any specific diagnosis available for better treatment
topiocqa_train_917_15	earlier you have mentioned a tomb structure, can you tell me the purpose to built like that
topiocqa_train_918_1	when did the 2nd generation ipad come out
topiocqa_train_918_2	what type of device is this
topiocqa_train_918_3	what are some of the software features of this device
topiocqa_train_918_4	what are some of the hardware components of this device
topiocqa_train_918_5	are there any additional hard components which comes with this device
topiocqa_train_918_6	what are some of the vulnerabilities it can face
topiocqa_train_918_7	how did buyers review this product
topiocqa_train_918_8	is there any specific update released for this tablet
topiocqa_train_918_9	is this second generation tablet still under production
topiocqa_train_919_1	when did the jungle book movie come out
topiocqa_train_919_2	who was it produced by
topiocqa_train_919_3	is it an adaptation of a book
topiocqa_train_919_4	where was the author born
topiocqa_train_919_5	who were his parents
topiocqa_train_919_6	what was the profession of the latter
topiocqa_train_919_7	where did he teach art
topiocqa_train_919_8	and which museum was he associated with
topiocqa_train_919_9	who is the aforementioned art school named after
topiocqa_train_919_10	where is the museum you were talking about located
topiocqa_train_919_11	what kind of artefacts are on display there
topiocqa_train_920_1	which countries were affected by hurricane john in the year 1994
topiocqa_train_920_2	from which water body did this cyclone originate
topiocqa_train_920_3	what was the highest wind speed recorded due to this event
topiocqa_train_920_4	which category does it fall under as per this wind speed intensity
topiocqa_train_920_5	can you name a few agencies or departments that alerted the country of this event
topiocqa_train_920_6	can you list a few damages caused due to this event
topiocqa_train_920_7	can you name other similar events which have taken place in records history
topiocqa_train_920_8	which landmass region was affected due to the second event mentioned above
topiocqa_train_920_9	which landmass region was affected due to the third event mentioned earlier
topiocqa_train_920_10	you had mentioned an agency earlier, that alerted the country about that event which took place in 1994, could you tell me when did that agency establish
topiocqa_train_920_11	where are they headquartered in
topiocqa_train_920_12	can you name a few former or current employees working in that agency established in 1956
topiocqa_train_920_13	what are some of the branches of that agency
topiocqa_train_920_14	what was that employee's job title in that agency he worked for
topiocqa_train_920_15	which educational institution did he study in
topiocqa_train_920_16	what course did he do there
topiocqa_train_920_17	can you name some awards he won
topiocqa_train_921_1	when is the next saga comic coming out
topiocqa_train_921_2	what is this comic about
topiocqa_train_921_3	who created the artworks for it
topiocqa_train_921_4	can you name some of the major characters appearing in it
topiocqa_train_921_5	what kind of techniques does the aforementioned artist use for her works
topiocqa_train_921_6	what was her first publication
topiocqa_train_921_7	has she won any honours
topiocqa_train_921_8	what is the function of the computer application you had mentioned before
topiocqa_train_921_9	who created it
topiocqa_train_921_10	are they related to each other
topiocqa_train_922_1	when did the first episode of spongebob come out
topiocqa_train_922_2	who composed it
topiocqa_train_922_3	who are the characters
topiocqa_train_922_4	who animated the initial character
topiocqa_train_922_5	who voiced for the character
topiocqa_train_922_6	what response did the third character receive
topiocqa_train_922_7	with reference to the afore mentioned season, when was this initially aired
topiocqa_train_922_8	where was it aired
topiocqa_train_922_9	who is associated with its production
topiocqa_train_922_10	when did they release the dvd
topiocqa_train_922_11	when was the aforesaid television channel founded
topiocqa_train_922_12	where is it located
topiocqa_train_922_13	what is the estimated demography of this place
topiocqa_train_923_1	paragraph 231 of the versailles treaty dealt with
topiocqa_train_923_2	who wrote it
topiocqa_train_923_3	which countries were part of this empire
topiocqa_train_923_4	which languages did they speak
topiocqa_train_923_5	and which religions did they follow
topiocqa_train_923_6	what is 'sonderweg'
topiocqa_train_923_7	name some of their colonies
topiocqa_train_923_8	who were part of the allied powers
topiocqa_train_923_9	who signed off on the original treaty
topiocqa_train_923_10	how did the germans interpret the article
topiocqa_train_923_11	what was the assessment of it
topiocqa_train_923_12	what was dulles's profession
topiocqa_train_923_13	who did he marry
topiocqa_train_923_14	what legacy did he leave behind
topiocqa_train_923_15	how did he die
topiocqa_train_923_16	was the original article revised
topiocqa_train_923_17	what was the reason for this treaty
topiocqa_train_923_18	what were its military terms
topiocqa_train_924_1	describe five different scouting organizations within the scouting movement
topiocqa_train_924_2	when did this start
topiocqa_train_924_3	did they have specific attire
topiocqa_train_924_4	what is the third type mentioned above
topiocqa_train_924_5	did this movement have any association with an island
topiocqa_train_924_6	how big is this island
topiocqa_train_925_1	something in the way she moves beatles song
topiocqa_train_925_2	when was the song released
topiocqa_train_925_3	who sang it
topiocqa_train_925_4	which album does it belong to
topiocqa_train_925_5	were there any other songs in it
topiocqa_train_925_6	is the album from a band
topiocqa_train_925_7	when was it formed
topiocqa_train_925_8	which was their debut album
topiocqa_train_925_9	how was it received
topiocqa_train_925_10	what style did the band follow
topiocqa_train_926_1	what is comet hyakutake
topiocqa_train_926_2	who discovered it
topiocqa_train_926_3	what is its orbit
topiocqa_train_926_4	when was it discovered
topiocqa_train_926_5	do you know how close to the sun does it orbit
topiocqa_train_926_6	is there is a term for it
topiocqa_train_926_7	did a spacecraft pass through its tail
topiocqa_train_926_8	when
topiocqa_train_926_9	was it manned or unmanned
topiocqa_train_926_10	what is the comet made up of
topiocqa_train_926_11	does it emit x-rays
topiocqa_train_926_12	the person who discvered this comet, has he discovered any other comets
topiocqa_train_926_13	where is he from
topiocqa_train_926_14	where does he work
topiocqa_train_926_15	how is the weather in this place
topiocqa_train_927_1	what is denny's real name from grey's anatomy
topiocqa_train_927_2	is "izzie stevens" a fictional character
topiocqa_train_927_3	who was the producer
topiocqa_train_927_4	describe the character of the ficitional character
topiocqa_train_927_5	what kind of response did the character receive
topiocqa_train_927_6	did the creator of the character have a deal with any streaming platform
topiocqa_train_927_7	what kind of deal
topiocqa_train_927_8	is it for any series
topiocqa_train_927_9	what is the latter series about
topiocqa_train_927_10	is she directing the above mentioned streaming series
topiocqa_train_927_11	is there a thing that is associated with her name
topiocqa_train_927_12	mention a few accolades she received
topiocqa_train_927_13	when was her production company launched
topiocqa_train_927_14	mention a few initiatives taken by the company
topiocqa_train_927_15	when did the aforementioned streaming platform start streaming
topiocqa_train_928_1	who discovered titania
topiocqa_train_928_2	which planet does it orbit
topiocqa_train_928_3	how did it originate
topiocqa_train_928_4	what is the atmosphere of the planet you mentioned
topiocqa_train_928_5	does it have moons
topiocqa_train_928_6	can you name some of them
topiocqa_train_928_7	has herschel made any other discoveries
topiocqa_train_928_8	has he worked with any of his family member
topiocqa_train_928_9	is there any organization or building named after him
topiocqa_train_928_10	where is this museum located
topiocqa_train_928_11	what are some of the rooms in the museum
topiocqa_train_928_12	what type of architecture can you find in the city where the museum is located
topiocqa_train_928_13	what are some of the features of such architecture
topiocqa_train_929_1	what happened at the end of i am legend
topiocqa_train_929_2	what is the genre of the movie
topiocqa_train_929_3	is it based on any book
topiocqa_train_929_4	where was it shot
topiocqa_train_929_5	who are the actors starring in it
topiocqa_train_929_6	which was his debut film
topiocqa_train_929_7	what is his political view
topiocqa_train_929_8	what are his religious views
topiocqa_train_929_9	when did the aforementioned democrat become the president of the u.s.
topiocqa_train_929_10	how is his relationship with cuba
topiocqa_train_929_11	how is he related to harvard
topiocqa_train_929_12	what role did he play in the death of bin laden
topiocqa_train_929_13	when was the law school established
topiocqa_train_929_14	what is the cost of education here
topiocqa_train_930_1	who played peewee in pee wee's big holiday
topiocqa_train_930_2	who is he
topiocqa_train_930_3	where was he born
topiocqa_train_930_4	which are some of his notable works
topiocqa_train_930_5	has he ever been arrested
topiocqa_train_930_6	what is the first show about
topiocqa_train_930_7	in which platform the show aired for the first time
topiocqa_train_930_8	from where the above mentioned actor/producer pursue his education
topiocqa_train_930_9	where is the second university located
topiocqa_train_930_10	when was this university founded
topiocqa_train_930_11	by whom
topiocqa_train_931_1	who was the smoking man on the x-files
topiocqa_train_931_2	how was the character depicted in the series
topiocqa_train_931_3	what was the storyline of the series
topiocqa_train_931_4	can you tell me something about the character who resembles the "smoking man"
topiocqa_train_931_5	who plays the role of the first fbi agent that is mentioned above
topiocqa_train_931_6	apart from acting, is he into any other profession
topiocqa_train_931_7	and who played the role of the second fbi agent
topiocqa_train_931_8	whom did this person marry
topiocqa_train_931_9	when did the aforemwhen did the aforementioned series release?entioned series release
topiocqa_train_931_10	was the storyline adapted in a film
topiocqa_train_931_11	where is the director of the series from
topiocqa_train_931_12	how did he die
topiocqa_train_932_1	what is nebula science fiction
topiocqa_train_932_2	when was it first published
topiocqa_train_932_3	what kind of content does it publish
topiocqa_train_932_4	name a few people who wrote for it
topiocqa_train_932_5	did the second person serve in the military
topiocqa_train_932_6	did he have any other skills besides writing
topiocqa_train_932_7	what kind of work did he accomplish using that skill
topiocqa_train_932_8	where is the place located, where his first solo exhibition was held
topiocqa_train_932_9	what is "green belt" in oxford
topiocqa_train_932_10	is it a city or an institution
topiocqa_train_932_11	mention a few landmarks at oxford
topiocqa_train_932_12	what type of architectural style is used in the second landmark
topiocqa_train_932_13	what type of architecture is it
topiocqa_train_932_14	where does gothic style architecture get its name from
topiocqa_train_932_15	who is the person giorgio mentioned above
topiocqa_train_932_16	what was vasari's social stand
topiocqa_train_932_17	where was he born
topiocqa_train_932_18	mention a few residents from arezzo
topiocqa_train_932_19	who was the editor at the inception of the nebula magazine
topiocqa_train_932_20	what kind of critical response did the magazine get
topiocqa_train_933_1	what's the genre of parks and recreation (season 1)
topiocqa_train_933_2	which are the main characters
topiocqa_train_933_3	who is the script writer
topiocqa_train_933_4	how was its review
topiocqa_train_933_5	which channel broadcasted it
topiocqa_train_933_6	what is its full form
topiocqa_train_933_7	which were its early stations
topiocqa_train_933_8	does it comprise of any children's program
topiocqa_train_933_9	can you name one
topiocqa_train_933_10	what is it about
topiocqa_train_933_11	who's show it is
topiocqa_train_933_12	does it comprise of any other versions
topiocqa_train_933_13	which version
topiocqa_train_933_14	how is it different
topiocqa_train_933_15	the maker that you mentioned above; what else did he do in his career
topiocqa_train_934_1	when did the ancient egyptian civilization start and end
topiocqa_train_934_2	who ruled ancient egypt
topiocqa_train_934_3	what was the title given to them
topiocqa_train_934_4	what relation does this place have to ptolemy
topiocqa_train_934_5	what kind of social system did they have
topiocqa_train_934_6	what were their laws
topiocqa_train_934_7	what kind of crops did they grow
topiocqa_train_934_8	name a few of their natural resources
topiocqa_train_934_9	how was their society administered
topiocqa_train_934_10	did they practice trade
topiocqa_train_934_11	describe in brief their daily lives
topiocqa_train_934_12	what kind of armies did they have
topiocqa_train_934_13	what was their population strength like
topiocqa_train_934_14	what were their achievements in mathematics
topiocqa_train_934_15	and what about medicine
topiocqa_train_934_16	what different types of technology did they develop
topiocqa_train_934_17	what religion did they follow
topiocqa_train_935_1	what is rhodotus
topiocqa_train_935_2	is it edible
topiocqa_train_935_3	where is it found
topiocqa_train_935_4	is it endangered in any way
topiocqa_train_935_5	what is the criteria for this status
topiocqa_train_935_6	which are the common contributors to this type of pollution
topiocqa_train_935_7	what are the sources of the second one
topiocqa_train_935_8	is there any warning system for the first source mentioned above
topiocqa_train_935_9	which gases are released during the eruption
topiocqa_train_935_10	how is the second gas used in beverages
topiocqa_train_935_11	what are its other uses
topiocqa_train_935_12	how is it used in wine making
topiocqa_train_935_13	is this type of ice found on any other planet
topiocqa_train_935_14	what are its uses in field of science
topiocqa_train_936_1	what is kang and kodos
topiocqa_train_936_2	who created them
topiocqa_train_936_3	what reviews did they receive
topiocqa_train_936_4	did they also appear anywhere else
topiocqa_train_936_5	was the original series featuring these characters banned ever
topiocqa_train_936_6	which controversies was the series embroiled in
topiocqa_train_936_7	is there anything noteworthy about their halloween episodes
topiocqa_train_936_8	did they ever foreshadow any events
topiocqa_train_936_9	what are the business interests of the aforementioned president
topiocqa_train_936_10	what was his role in wwf/wwe
topiocqa_train_936_11	did he ever try acting
topiocqa_train_936_12	when did the beauty pageant owned by him start
topiocqa_train_936_13	who designed the crown for the winners
topiocqa_train_936_14	did the president write any books
topiocqa_train_936_15	is there any university which shares his name
topiocqa_train_936_16	has it featured in any popular culture
topiocqa_train_937_1	when was the last time a hurricane hit tampa bay area
topiocqa_train_937_2	what kind of storm is it
topiocqa_train_937_3	which area did it hit
topiocqa_train_937_4	what damage did it cause
topiocqa_train_937_5	what was its speed
topiocqa_train_937_6	was this measured on any instrument
topiocqa_train_937_7	who developed this scale
topiocqa_train_937_8	is it divided into any category
topiocqa_train_937_9	what is the first one
topiocqa_train_937_10	and the fifth one
topiocqa_train_937_11	is there anything beyond the fifth one
topiocqa_train_937_12	who was the former developer that you have mentioned above
topiocqa_train_937_13	and the latter person
topiocqa_train_937_14	where is this center located
topiocqa_train_937_15	and who organized it
topiocqa_train_937_16	when was the mentioned project launched
topiocqa_train_937_17	and it is about
topiocqa_train_937_18	can you name any one storm among them
topiocqa_train_938_1	who was charles domery
topiocqa_train_938_2	what is he known for
topiocqa_train_938_3	was he a captive
topiocqa_train_938_4	what is the role of this organization
topiocqa_train_938_5	do they have bases outside the nation as well
topiocqa_train_938_6	what is their symbol
topiocqa_train_938_7	by whom was it founded
topiocqa_train_938_8	whom did he marry
topiocqa_train_938_9	why was she banished
topiocqa_train_938_10	did she marry anybody else other than the king mentioned before
topiocqa_train_938_11	how did he die
topiocqa_train_939_1	where is the thymus gland located in the human body
topiocqa_train_939_2	what is this gland
topiocqa_train_939_3	can it be removed
topiocqa_train_939_4	what is its structure
topiocqa_train_939_5	is it present in any other animal
topiocqa_train_939_6	what is the system you mentioned above
topiocqa_train_939_7	what is its layered defense
topiocqa_train_939_8	is it adaptive
topiocqa_train_939_9	what are granulocytes
topiocqa_train_939_10	what are phagocytes
topiocqa_train_939_11	how does it effect our sleep and rest
topiocqa_train_939_12	what is autoimmunity
topiocqa_train_939_13	what is immunodeficiencies
topiocqa_train_939_14	what are alternative adaptive immune system.
topiocqa_train_939_15	what are different types of t cells
topiocqa_train_939_16	what is the first one
topiocqa_train_939_17	and what is the latter
topiocqa_train_939_18	what do you mean by hypersensitivity
topiocqa_train_940_1	what does the lord of the rings ring say
topiocqa_train_940_2	who made the 'one ring'
topiocqa_train_940_3	was he known by other names
topiocqa_train_940_4	where was it made
topiocqa_train_940_5	where exactly is this place
topiocqa_train_940_6	did the mount have another name
topiocqa_train_940_7	from which book is this
topiocqa_train_940_8	who is the author
topiocqa_train_940_9	what are the names of some of the characters
topiocqa_train_940_10	was a movie made on this book
topiocqa_train_940_11	how did the ring look
topiocqa_train_940_12	what was its purpose
topiocqa_train_940_13	what powers did it have
topiocqa_train_940_14	what were the names of the ring bearers
topiocqa_train_940_15	did it have an allegory
topiocqa_train_940_16	was there any reference to plato
topiocqa_train_940_17	what was the names of the three films
topiocqa_train_941_1	what is the name of twilight all parts
topiocqa_train_941_2	what is the story of this movie
topiocqa_train_941_3	who are the main starcast of the film
topiocqa_train_941_4	what genre does is this movie
topiocqa_train_941_5	when was this kind of genre first introduced
topiocqa_train_941_6	who directed the earlier mentioned movie
topiocqa_train_941_7	how was the movie received by the public in terms of earnings
topiocqa_train_941_8	where was the director mentioned above, from
topiocqa_train_941_9	was she involved with any other works
topiocqa_train_941_10	what is the story line of the second movie mentioned above
topiocqa_train_941_11	how did this movie fare publicly
topiocqa_train_942_1	how was the statue of liberty brought to the us
topiocqa_train_942_2	who designed it
topiocqa_train_942_3	what does it symbolise
topiocqa_train_942_4	has this designer done any other work
topiocqa_train_942_5	who is this person of the bronze memorial
topiocqa_train_942_6	what was the origin of the liberty statue
topiocqa_train_942_7	was it ever renovated
topiocqa_train_942_8	how were funds raised for its construction
topiocqa_train_942_9	how many years did the construction take
topiocqa_train_942_10	do you know the name of the work lazarus was asked to donate
topiocqa_train_942_11	what's a sonnet
topiocqa_train_942_12	is the 'new york world ' a magazine
topiocqa_train_942_13	is it still in print
topiocqa_train_942_14	is the statue of liberty in the same place as the name of this newspaper
topiocqa_train_942_15	are there any inscriptions on the statue
topiocqa_train_942_16	are there any inscriptions on the statue
topiocqa_train_942_17	are there any plaques on it
topiocqa_train_942_18	where was the statue constructed
topiocqa_train_943_1	which amendment allowed citizens to elect senators to congress
topiocqa_train_943_2	to which country does it belong to
topiocqa_train_943_3	what does this amendment do
topiocqa_train_943_4	who wanted the reforms
topiocqa_train_943_5	what were the issues associated with it
topiocqa_train_943_6	who highlighted these problems
topiocqa_train_943_7	where was he from
topiocqa_train_943_8	is the last place connected to nuclear research or testing
topiocqa_train_943_9	where is the name of that facility
topiocqa_train_943_10	when was it established
topiocqa_train_943_11	has this place led to spread of any disease
topiocqa_train_943_12	how is this place used nowadays
topiocqa_train_944_1	what is amargasaurus
topiocqa_train_944_2	when was it discovered
topiocqa_train_944_3	mention a few of its physical appearance
topiocqa_train_944_4	who discovered amargasaurus
topiocqa_train_944_5	where was he born
topiocqa_train_944_6	was there anyone else besides rougier who contributed to the discovery of the dinosaur
topiocqa_train_944_7	what does the society do
topiocqa_train_944_8	when was it established
topiocqa_train_944_9	who was involved in its establishment
topiocqa_train_944_10	do they have any publications
topiocqa_train_944_11	where was amargasaurus discovered
topiocqa_train_944_12	give some information on the above mentioned formation
topiocqa_train_945_1	what are the 63 clauses of the magna carta
topiocqa_train_945_2	when was it signed
topiocqa_train_945_3	who were the participants
topiocqa_train_945_4	who initiated it
topiocqa_train_945_5	when was he born
topiocqa_train_945_6	which war did he face
topiocqa_train_945_7	when did that happen
topiocqa_train_945_8	what happened to the king after the war
topiocqa_train_945_9	who won at the end of the war
topiocqa_train_945_10	was there any monument dedicated to him
topiocqa_train_945_11	how is the church mentioned related to music
topiocqa_train_946_1	when did raiders of the lost arc come out
topiocqa_train_946_2	who was the protagonist of the film
topiocqa_train_946_3	who played the character
topiocqa_train_946_4	can you name some locations where the movie was shot
topiocqa_train_946_5	where is this city located
topiocqa_train_946_6	when was it established
topiocqa_train_946_7	how was it associated with the second world war
topiocqa_train_946_8	can you explain in brief how these vehicles you just mentioned work
topiocqa_train_946_9	what kind of operations are they used for
topiocqa_train_947_1	who plays the female professor in legally blonde
topiocqa_train_947_2	what is 'legally blonde'
topiocqa_train_947_3	who are the characters
topiocqa_train_947_4	who is the director
topiocqa_train_947_5	when was it released
topiocqa_train_947_6	who is the producer
topiocqa_train_947_7	how much money did it make
topiocqa_train_947_8	who did the costumes
topiocqa_train_947_9	who composed the soundtrack
topiocqa_train_947_10	name a few of the actors
topiocqa_train_948_1	ed edd n eddy double d boy or girl
topiocqa_train_948_2	what is it
topiocqa_train_948_3	who created it
topiocqa_train_948_4	when was this television series aired
topiocqa_train_948_5	and where
topiocqa_train_948_6	is there any video game based on this series
topiocqa_train_948_7	can you mention some of them
topiocqa_train_948_8	where is the creator of the series from
topiocqa_train_948_9	any other work by him
topiocqa_train_948_10	how did he start his career
topiocqa_train_948_11	has he received any awards or nominated for
topiocqa_train_948_12	who owned the above mentioned television network
topiocqa_train_948_13	when was the channel launched
topiocqa_train_948_14	does it has mobile app as well
topiocqa_train_948_15	can you name some famous shows aired on this channel
topiocqa_train_948_16	where is the cn studios located
topiocqa_train_948_17	who produced the second show mentioned above
topiocqa_train_948_18	can you name some notable characters from it
topiocqa_train_949_1	who sings i wanna be a billionaire
topiocqa_train_949_2	who composed it
topiocqa_train_949_3	when was it premiered
topiocqa_train_949_4	is it a part of any album
topiocqa_train_949_5	who is associated with its production
topiocqa_train_949_6	can you name any other works of the singer
topiocqa_train_949_7	when was the aforesaid song's music video released
topiocqa_train_949_8	where was it initially broadcasted
topiocqa_train_949_9	what was its response from the viewers
topiocqa_train_949_10	has the song been featured in other media
topiocqa_train_949_11	what can you tell me about the singer's solo career
topiocqa_train_949_12	is he a part of any band
topiocqa_train_949_13	when was it formed
topiocqa_train_949_14	who are the members
topiocqa_train_950_1	what was the capitol of the roman empire
topiocqa_train_950_2	what is its transition to empire like
topiocqa_train_950_3	how was the women in this law
topiocqa_train_950_4	what is the history of the city mentioned earlier
topiocqa_train_950_5	what is the myth behind this mentioned hill
topiocqa_train_950_6	when did they excavate this
topiocqa_train_950_7	what is this type of wolf mentioned here
topiocqa_train_950_8	what happened to the above mentioned city during the middle age
topiocqa_train_950_9	what is the last mentioned person's political duty
topiocqa_train_950_10	how did this religious person gets elected
topiocqa_train_950_11	what is the shape of this chapel
topiocqa_train_951_1	what breed of horse is joey in war horse
topiocqa_train_951_2	when was the film released
topiocqa_train_951_3	who produced it
topiocqa_train_951_4	where was it filmed
topiocqa_train_951_5	when was it premiered
topiocqa_train_951_6	was it nominated for any award
topiocqa_train_951_7	what does the last one stand for
topiocqa_train_951_8	where is the producer from
topiocqa_train_951_9	which projects will he be doing in the future
topiocqa_train_951_10	where did he spend his childhood
topiocqa_train_951_11	has he appeared on screen ever
topiocqa_train_951_12	what's the first one
topiocqa_train_951_13	what was it's story about
topiocqa_train_951_14	which character did he play in it
topiocqa_train_951_15	was he involved in any games
topiocqa_train_951_16	when was it created
topiocqa_train_951_17	was he rich
topiocqa_train_951_18	what were his hobbies
topiocqa_train_952_1	what is quatermass ii
topiocqa_train_952_2	when was it released
topiocqa_train_952_3	who are the actors
topiocqa_train_952_4	who is the director
topiocqa_train_952_5	who is the producer
topiocqa_train_952_6	who is the writer
topiocqa_train_952_7	which channel was the show on
topiocqa_train_952_8	how many seasons were there
topiocqa_train_952_9	did the show or cast win any awards
topiocqa_train_952_10	did the director, direct any other shows or films
topiocqa_train_953_1	who plays red power ranger in new movie
topiocqa_train_953_2	who directed it
topiocqa_train_953_3	when was it released
topiocqa_train_953_4	what was this movie about
topiocqa_train_953_5	who composed the music for the above mentioned film
topiocqa_train_953_6	where was he born
topiocqa_train_953_7	any other film that he composed for
topiocqa_train_953_8	who is the star cast in the last movie mentioned above
topiocqa_train_953_9	is the movie mentioned above based on any sport
topiocqa_train_953_10	what is the overall collection of this film
topiocqa_train_954_1	who played the mom in the movie selena
topiocqa_train_954_2	what is selena
topiocqa_train_954_3	how did she begin her career
topiocqa_train_954_4	what are her skills
topiocqa_train_954_5	where was she born
topiocqa_train_954_6	are there any monuments built to honor her
topiocqa_train_954_7	what is the monument made of
topiocqa_train_954_8	what sort of culture can we see at her place of birth
topiocqa_train_954_9	what is its population
topiocqa_train_954_10	can you name any landmark from there
topiocqa_train_955_1	who played the hunchback in the movie 300
topiocqa_train_955_2	when was the movie 300 released
topiocqa_train_955_3	it was released by which label
topiocqa_train_955_4	can you name some of the actor
topiocqa_train_955_5	what was the first actors profession before becoming an actor
topiocqa_train_955_6	is he married
topiocqa_train_955_7	what is the storyline of the above mentioned movie
topiocqa_train_955_8	who did the voice work of the narrator
topiocqa_train_955_9	who is this person
topiocqa_train_955_10	can you name some of his theatre work
topiocqa_train_956_1	who got ate by a whale in the bible
topiocqa_train_956_2	who is jonah
topiocqa_train_956_3	what is the above mentioned book
topiocqa_train_956_4	is there any poetic books too
topiocqa_train_956_5	which are the five scrolls
topiocqa_train_956_6	what can you  tell me about the second short book
topiocqa_train_956_7	how is the book structured
topiocqa_train_956_8	can you briefly tell me the summery of the third book
topiocqa_train_956_9	who is the author of the last book from the above list
topiocqa_train_956_10	what is the story of this book
topiocqa_train_957_1	earth is what number planet from the sun
topiocqa_train_957_2	how many planets does this system of sun consists of
topiocqa_train_957_3	what is the history behind the formation of the system
topiocqa_train_957_4	which among the nine planets is the hottest
topiocqa_train_957_5	what are its physical characteristics
topiocqa_train_957_6	how long it takes to complete one revolution around the sun
topiocqa_train_957_7	does the planet have any cultural aspect
topiocqa_train_957_8	which among the nine planet is "dwarf planet"
topiocqa_train_957_9	what do you mean by the above quoted term
topiocqa_train_957_10	how many natural satellites does the above mentioned planet have
topiocqa_train_957_11	can you name some of them
topiocqa_train_957_12	how is the atmosphere in this dwarf planet
topiocqa_train_957_13	who discovered  the first element mentioned in the list
topiocqa_train_957_14	and when did he discover it
topiocqa_train_957_15	how this can be produce artificially
topiocqa_train_957_16	can you mention some of its applications
topiocqa_train_957_17	what are its chemical properties
topiocqa_train_957_18	which is the largest planet of the system of sun discussed earlier
topiocqa_train_958_1	who plays the smoking man in x files
topiocqa_train_958_2	where is he from
topiocqa_train_958_3	is he married
topiocqa_train_958_4	is he a skeptic
topiocqa_train_958_5	is there a committee dedicated to this cause
topiocqa_train_958_6	how was it named
topiocqa_train_958_7	what is the purpose of this organization
topiocqa_train_958_8	do they publish anything
topiocqa_train_958_9	what is this magazine
topiocqa_train_958_10	does the committee confer any accolades
topiocqa_train_958_11	why is it given
topiocqa_train_958_12	who are the critics of this organization
topiocqa_train_958_13	who is he
topiocqa_train_958_14	was he ever a part of any documentary
topiocqa_train_958_15	did he appear in any tv show
topiocqa_train_958_16	is this a talk show
topiocqa_train_958_17	when was it first aired
topiocqa_train_958_18	in which channel is it aired
topiocqa_train_959_1	where does the sun's luminosity come from
topiocqa_train_959_2	what is the sun
topiocqa_train_959_3	what is the definition of this aforesaid radiation
topiocqa_train_959_4	what are the regions fall within it
topiocqa_train_959_5	what is its astronomical division
topiocqa_train_959_6	how is the vision during night time related to it
topiocqa_train_959_7	what are its hazards in terms of health
topiocqa_train_959_8	how is it related to meteorology
topiocqa_train_959_9	what is the first mentioned satellite
topiocqa_train_959_10	what is its visibility spectrum
topiocqa_train_959_11	what are its different categories
topiocqa_train_959_12	what is the latter mentioned type
topiocqa_train_960_1	what military hero from the mexican war became potus
topiocqa_train_960_2	who is this person
topiocqa_train_960_3	did he serve in the military
topiocqa_train_960_4	where was he born
topiocqa_train_960_5	where is this country located
topiocqa_train_960_6	what is the geography of this country
topiocqa_train_960_7	where is the aforementioned county located
topiocqa_train_960_8	what was the role of the person (mentioned in the beginning) during the war of 1812
topiocqa_train_960_9	was he promoted for this success in 1812 war
topiocqa_train_960_10	who was the president during his period as a commander of fort howard
topiocqa_train_960_11	how long did he serve as a president
topiocqa_train_960_12	what were some of the major achievements during his presidency
topiocqa_train_960_13	what is this doctrine
topiocqa_train_960_14	what are the seeds of this doctrine
topiocqa_train_961_1	where did the 2010 haiti earthquake take place
topiocqa_train_961_2	where did the 2010 haiti earthquake occur
topiocqa_train_961_3	what damage did it cause
topiocqa_train_961_4	and who took care of the rescue
topiocqa_train_961_5	has the earthquake been recorded in literary works
topiocqa_train_961_6	who wrote it
topiocqa_train_961_7	when was it published
topiocqa_train_961_8	has the writer been associated with any company
topiocqa_train_961_9	why was the international committee mentioned above formed
topiocqa_train_961_10	when was it formed
topiocqa_train_961_11	where is its headquarters
topiocqa_train_961_12	is it a state
topiocqa_train_961_13	what language do they speak
topiocqa_train_961_14	what traditions do they follow
topiocqa_train_961_15	when do they observe it
topiocqa_train_961_16	when did the incident of the surprise attack take place
topiocqa_train_961_17	what significant organizations can we find in the city
topiocqa_train_961_18	what is former established for
topiocqa_train_961_19	how do they raise the funds
topiocqa_train_962_1	lord of the rings what does the ring represent
topiocqa_train_962_2	what is its purpose
topiocqa_train_962_3	where is this place located
topiocqa_train_962_4	what are the names of the people from the place you just mentioned
topiocqa_train_962_5	is the ring real
topiocqa_train_962_6	who created it
topiocqa_train_962_7	when
topiocqa_train_962_8	how does it look
topiocqa_train_962_9	does it have any special powers
topiocqa_train_962_10	what are people who carry the ring called
topiocqa_train_962_11	what are their names
topiocqa_train_962_12	what happens to them when they put it on
topiocqa_train_962_13	is the ring addictive
topiocqa_train_962_14	what relation does it have to nibelung
topiocqa_train_962_15	does the ring have any hidden meaning
topiocqa_train_962_16	has it been adapted into anything
topiocqa_train_962_17	what relation does it have to plato
topiocqa_train_962_18	who destroyed the ring
topiocqa_train_963_1	what is a loop service
topiocqa_train_963_2	how was it planned
topiocqa_train_963_3	which state is this in
topiocqa_train_963_4	who were the first inhabitants on the river you just mentioned
topiocqa_train_963_5	did they have any trade
topiocqa_train_963_6	which flora can be found here
topiocqa_train_963_7	can you please name some animals that live here
topiocqa_train_963_8	who are the descendants of those people you mentioned previously
topiocqa_train_963_9	how was the street car route you mentioned previously funded
topiocqa_train_963_10	who constructed it
topiocqa_train_963_11	is it still in use
topiocqa_train_963_12	can you please describe the route
topiocqa_train_963_13	can you please name the stations
